Ticker,Sector,Industry,Country,Market Cap,ATR,Prev Close P,Prev Close F,Price,Open,High,Low,Rel Vol,Ppro Time,Finviz Time
FARO,Technology,Scientific & Technical Instruments,USA,1.35B,2.28,76,,,,,,,,
FAST,Industrials,Industrial Distribution,USA,27.31B,1.19,47.72,,,,,,,,
FAT,Consumer Cyclical,Restaurants,USA,76.04M,0.44,6.39,,,,,,,,
FATE,Healthcare,Biotechnology,USA,9.25B,7.18,97.19,,,,,,,,
FB,Communication Services,Internet Content & Information,USA,764.07B,7.74,274.5,,,,,,,,
FBIO,Healthcare,Biotechnology,USA,352.41M,0.23,3.54,,,,,,,,
FBIZ,Financial,Banks - Regional,USA,176.95M,0.7,20.41,,,,,,,,
FBMS,Financial,Banks - Regional,USA,700.58M,1.08,32.57,,,,,,,,
FBNC,Financial,Banks - Regional,USA,1.06B,1.23,36.54,,,,,,,,
FBRX,Healthcare,Biotechnology,USA,478.80M,2.59,38.99,,,,,,,,
FBSS,Financial,Banks - Regional,USA,72.38M,0.3,18.8,,,,,,,,
FBZ,Financial,Exchange Traded Fund,USA,-,0.33,12.42,,,,,,,,
FCA,Financial,Exchange Traded Fund,USA,-,0.46,29.98,,,,,,,,
FCACU,Financial,Shell Companies,USA,-,0.41,11.7,,,,,,,,
FCAL,Financial,Exchange Traded Fund,USA,-,0.27,54.26,,,,,,,,
FCAP,Financial,Banks - Regional,USA,193.70M,1.83,55.5,,,,,,,,
FCBC,Financial,Banks - Regional,USA,408.20M,0.74,23.01,,,,,,,,
FCCO,Financial,Banks - Regional,USA,136.70M,0.82,18.3,,,,,,,,
FCCY,Financial,Banks - Regional,USA,161.40M,0.59,15.46,,,,,,,,
FCEF,Financial,Exchange Traded Fund,USA,-,0.16,22.93,,,,,,,,
FCEL,Industrials,Electrical Equipment & Parts,USA,6.44B,1.94,18.13,,,,,,,,
FCFS,Financial,Credit Services,USA,2.44B,2.14,58.41,,,,,,,,
FCNCA,Financial,Banks - Regional,USA,6.12B,18.4,632.81,,,,,,,,
FCNCP,Financial,Banks - Regional,USA,-,0.31,26.52,,,,,,,,
FCRD,Financial,Asset Management,USA,107.49M,0.12,3.57,,,,,,,,
FDIV,Financial,Exchange Traded Fund,USA,-,0.41,48.24,,,,,,,,
FDMT,Healthcare,Biotechnology,USA,1.26B,3.8,47.42,,,,,,,,
FDNI,Financial,Exchange Traded Fund,USA,-,1.14,50.86,,,,,,,,
FDUS,Financial,Asset Management,USA,329.66M,0.31,13.49,,,,,,,,
FEIM,Technology,Communication Equipment,USA,99.02M,0.43,10.85,,,,,,,,
FELE,Industrials,Specialty Industrial Machinery,USA,3.47B,1.92,73.25,,,,,,,,
FEM,Financial,Exchange Traded Fund,USA,-,0.4,27.01,,,,,,,,
FEMB,Financial,Exchange Traded Fund,USA,-,0.37,37.17,,,,,,,,
FENC,Healthcare,Biotechnology,USA,209.47M,0.37,8.16,,,,,,,,
FEP,Financial,Exchange Traded Fund,USA,-,0.52,39.4,,,,,,,,
FEUZ,Financial,Exchange Traded Fund,USA,-,0.45,43.07,,,,,,,,
FEX,Financial,Exchange Traded Fund,USA,-,0.82,76.76,,,,,,,,
FEYE,Technology,Software - Infrastructure,USA,5.23B,1.32,22.64,,,,,,,,
FFBC,Financial,Banks - Regional,USA,2.04B,0.68,20.78,,,,,,,,
FFBW,Financial,Banks - Regional,USA,80.24M,0.12,10.42,,,,,,,,
FFHL,Consumer Cyclical,Packaging & Containers,China,30.24M,1.25,9.22,,,,,,,,
FFIC,Financial,Banks - Regional,USA,533.36M,0.6,18.84,,,,,,,,
FFIN,Financial,Banks - Regional,USA,5.86B,1.2,40.81,,,,,,,,
FFIV,Technology,Software - Infrastructure,USA,12.48B,4.6,204.32,,,,,,,,
FFNW,Financial,Banks - Regional,USA,122.34M,0.33,13.02,,,,,,,,
FFWM,Financial,Banks - Regional,USA,956.77M,0.77,21.29,,,,,,,,
FGBI,Financial,Banks - Regional,USA,169.54M,0.86,16.72,,,,,,,,
FGEN,Healthcare,Biotechnology,USA,4.31B,2.03,47.56,,,,,,,,
FGF,Financial,Insurance - Diversified,USA,18.60M,0.39,3.63,,,,,,,,
FGM,Financial,Exchange Traded Fund,USA,-,0.59,52.91,,,,,,,,
FHB,Financial,Banks - Regional,USA,3.34B,0.79,25.13,,,,,,,,
FHTX,Healthcare,Biotechnology,USA,743.57M,1.73,20.77,,,,,,,,
FIBK,Financial,Banks - Regional,USA,2.64B,1.14,42.01,,,,,,,,
FID,Financial,Exchange Traded Fund,USA,-,0.17,16.77,,,,,,,,
FIII,Financial,Shell Companies,USA,434.87M,0.88,13.13,,,,,,,,
FIIIU,Financial,Shell Companies,USA,-,0.88,14.27,,,,,,,,
FINMU,Financial,Shell Companies,USA,-,0.17,10.65,,,,,,,,
FINX,Financial,Exchange Traded Fund,USA,-,0.74,47.36,,,,,,,,
FISI,Financial,Banks - Regional,USA,395.83M,0.72,24.21,,,,,,,,
FISV,Technology,Information Technology Services,USA,71.78B,2.55,107.28,,,,,,,,
FITB,Financial,Banks - Regional,USA,22.48B,0.9,30.9,,,,,,,,
FIVE,Consumer Cyclical,Specialty Retail,USA,10.86B,6.18,189.67,,,,,,,,
FIVN,Technology,Software - Infrastructure,USA,11.94B,6.2,179.27,,,,,,,,
FIXD,Financial,Exchange Traded Fund,USA,-,0.13,54.37,,,,,,,,
FIXX,Healthcare,Biotechnology,USA,612.27M,0.88,13.29,,,,,,,,
FIZZ,Consumer Defensive,Beverages - Non-Alcoholic,USA,4.54B,3.75,98.44,,,,,,,,
FJP,Financial,Exchange Traded Fund,USA,-,0.45,53.05,,,,,,,,
FKU,Financial,Exchange Traded Fund,USA,-,0.6,39.18,,,,,,,,
FLDM,Healthcare,Diagnostics & Research,USA,490.46M,0.48,6.85,,,,,,,,
FLEX,Technology,Electronic Components,Singapore,10.14B,0.71,19.55,,,,,,,,
FLGT,Healthcare,Diagnostics & Research,USA,1.64B,6.09,69.24,,,,,,,,
FLIC,Financial,Banks - Regional,USA,433.67M,0.57,17.95,,,,,,,,
FLIR,Technology,Scientific & Technical Instruments,USA,7.18B,1.26,54.36,,,,,,,,
FLL,Consumer Cyclical,Resorts & Casinos,USA,139.37M,0.25,5.34,,,,,,,,
FLMN,Energy,Oil & Gas E&P,USA,315.09M,0.24,3.53,,,,,,,,
FLN,Financial,Exchange Traded Fund,USA,-,0.39,18.47,,,,,,,,
FLNT,Communication Services,Advertising Agencies,USA,398.40M,0.53,4.55,,,,,,,,
FLUX,Industrials,Electrical Equipment & Parts,USA,224.01M,2.02,17.68,,,,,,,,
FLWS,Consumer Cyclical,Specialty Retail,USA,2.08B,1.32,31.67,,,,,,,,
FLXN,Healthcare,Drug Manufacturers - Specialty & Generic,USA,570.42M,0.75,11.54,,,,,,,,
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,275.78M,1.98,36.82,,,,,,,,
FMB,Financial,Exchange Traded Fund,USA,-,0.13,56.79,,,,,,,,
FMBH,Financial,Banks - Regional,USA,613.63M,0.99,35.99,,,,,,,,
FMBI,Financial,Banks - Regional,USA,2.06B,0.63,18.1,,,,,,,,
FMHI,Financial,Exchange Traded Fund,USA,-,0.26,54.19,,,,,,,,
FMNB,Financial,Banks - Regional,USA,400.65M,0.4,13.96,,,,,,,,
FMTX,Healthcare,Biotechnology,USA,1.75B,2.54,38.97,,,,,,,,
FNCB,Financial,Banks - Regional,USA,131.75M,0.28,6.31,,,,,,,,
FNHC,Financial,Insurance - Property & Casualty,USA,78.31M,0.24,5.72,,,,,,,,
FNK,Financial,Exchange Traded Fund,USA,-,0.51,37.94,,,,,,,,
FNKO,Consumer Cyclical,Leisure,USA,612.32M,0.75,11.71,,,,,,,,
FNLC,Financial,Banks - Regional,USA,287.25M,0.85,26.09,,,,,,,,
FNWB,Financial,Banks - Regional,USA,174.13M,0.63,16.32,,,,,,,,
FNX,Financial,Exchange Traded Fund,USA,-,1.26,89.01,,,,,,,,
FNY,Financial,Exchange Traded Fund,USA,-,1.1,70.9,,,,,,,,
FOCS,Financial,Capital Markets,USA,3.69B,1.79,51.64,,,,,,,,
FOLD,Healthcare,Biotechnology,USA,5.86B,1.18,21.09,,,,,,,,
FONR,Healthcare,Medical Devices,USA,126.45M,0.71,18.38,,,,,,,,
FORD,Consumer Cyclical,Footwear & Accessories,USA,28.95M,0.22,2.8,,,,,,,,
FORM,Technology,Semiconductors,USA,3.87B,1.8,49.29,,,,,,,,
FORR,Industrials,Consulting Services,USA,847.05M,1.49,44.14,,,,,,,,
FORTY,Technology,Information Technology Services,Israel,1.50B,3.63,92,,,,,,,,
FOSL,Consumer Cyclical,Luxury Goods,USA,532.39M,0.71,9.87,,,,,,,,
FOX,Communication Services,Broadcasting,USA,17.12B,0.91,29.17,,,,,,,,
FOXA,Communication Services,Broadcasting,USA,17.70B,1.05,30.16,,,,,,,,
FOXF,Consumer Cyclical,Recreational Vehicles,USA,5.32B,4.67,124.65,,,,,,,,
FPAY,Industrials,Rental & Leasing Services,USA,71.86M,0.29,3.44,,,,,,,,
FPRX,Healthcare,Biotechnology,USA,728.70M,1.48,14.79,,,,,,,,
FPXI,Financial,Exchange Traded Fund,USA,-,1.13,73.99,,,,,,,,
FRBA,Financial,Banks - Regional,USA,191.28M,0.37,9.69,,,,,,,,
FRBK,Financial,Banks - Regional,USA,169.43M,0.12,2.84,,,,,,,,
FREE,Consumer Defensive,Packaged Foods,USA,448.02M,0.47,11.89,,,,,,,,
FREQ,Healthcare,Biotechnology,USA,1.34B,3.4,38.73,,,,,,,,
FRG,Consumer Cyclical,Personal Services,USA,1.29B,1.41,32.14,,,,,,,,
FRGI,Consumer Cyclical,Restaurants,USA,385.27M,0.77,15.38,,,,,,,,
FRHC,Financial,Capital Markets,Kazakhstan,3.12B,2.51,51.7,,,,,,,,
FRLN,Healthcare,Biotechnology,United Kingdom,632.35M,0.81,18.2,,,,,,,,
FRME,Financial,Banks - Regional,USA,2.22B,1.45,40.3,,,,,,,,
FROG,Technology,Software - Application,USA,6.14B,2.83,64.74,,,,,,,,
FRPH,Real Estate,Real Estate Services,USA,443.58M,1.08,47.24,,,,,,,,
FRPT,Consumer Defensive,Packaged Foods,USA,6.00B,5.05,148.72,,,,,,,,
FRSX,Consumer Cyclical,Auto Parts,Israel,571.62M,1.26,9.13,,,,,,,,
FRTA,Industrials,Building Products & Equipment,USA,1.35B,0.98,21.04,,,,,,,,
FSBW,Financial,Banks - Regional,USA,239.78M,1.99,56.42,,,,,,,,
FSDC,Financial,Shell Companies,USA,162.71M,0.57,13,,,,,,,,
FSFG,Financial,Banks - Regional,USA,147.61M,1.97,61.25,,,,,,,,
FSLR,Technology,Solar,USA,12.41B,5.68,106.67,,,,,,,,
FSRV,Financial,Shell Companies,USA,590.28M,1.48,17.98,,,,,,,,
FSTR,Industrials,Railroads,USA,171.83M,0.58,15.55,,,,,,,,
FSTX,Healthcare,Biotechnology,United Kingdom,86.07M,0.72,9.07,,,,,,,,
FSV,Real Estate,Real Estate Services,Canada,5.94B,3.7,136.3,,,,,,,,
FSZ,Financial,Exchange Traded Fund,USA,-,0.53,62.8,,,,,,,,
FTA,Financial,Exchange Traded Fund,USA,-,0.71,57.5,,,,,,,,
FTC,Financial,Exchange Traded Fund,USA,-,1.29,100.75,,,,,,,,
FTCS,Financial,Exchange Traded Fund,USA,-,0.66,67.44,,,,,,,,
FTCVU,Financial,Shell Companies,USA,297.13M,0.2,11.45,,,,,,,,
FTDR,Consumer Cyclical,Personal Services,USA,4.74B,1.34,56.03,,,,,,,,
FTEK,Industrials,Pollution & Treatment Controls,USA,136.84M,0.64,5.5,,,,,,,,
FTFT,Technology,Software - Application,China,311.89M,1.05,5.37,,,,,,,,
FTGC,Financial,Exchange Traded Fund,USA,-,0.25,19.66,,,,,,,,
FTHI,Financial,Exchange Traded Fund,USA,-,0.21,20.54,,,,,,,,
FTHM,Real Estate,Real Estate Services,USA,569.32M,3.34,41.8,,,,,,,,
FTIV,Financial,Shell Companies,USA,295.13M,0.46,12.5,,,,,,,,
FTIVU,Financial,Shell Companies,USA,301.73M,0.5,12.9,,,,,,,,
FTNT,Technology,Software - Infrastructure,USA,24.72B,4.41,151.23,,,,,,,,
FTOC,Financial,Shell Companies,USA,1.03B,0.48,13.24,,,,,,,,
FTOCU,Financial,Shell Companies,USA,-,0.53,14.4,,,,,,,,
FTSL,Financial,Exchange Traded Fund,USA,-,0.18,48.04,,,,,,,,
FTSM,Financial,Exchange Traded Fund,USA,-,0.02,60.04,,,,,,,,
FTXD,Financial,Exchange Traded Fund,USA,-,0.36,30.35,,,,,,,,
FTXH,Financial,Exchange Traded Fund,USA,-,0.38,26.64,,,,,,,,
FTXL,Financial,Exchange Traded Fund,USA,-,1.39,66.68,,,,,,,,
FTXN,Financial,Exchange Traded Fund,USA,-,0.4,13.21,,,,,,,,
FTXO,Financial,Exchange Traded Fund,USA,-,0.57,26.5,,,,,,,,
FTXR,Financial,Exchange Traded Fund,USA,-,0.52,30.47,,,,,,,,
FULC,Healthcare,Biotechnology,USA,391.09M,0.91,13.8,,,,,,,,
FULT,Financial,Banks - Regional,USA,2.44B,0.49,14.8,,,,,,,,
FUNC,Financial,Banks - Regional,USA,114.02M,0.58,16.15,,,,,,,,
FUND,Financial,Closed-End Fund - Equity,USA,221.57M,0.14,7.5,,,,,,,,
FUSN,Healthcare,Biotechnology,Canada,513.23M,0.7,12.61,,,,,,,,
FUTU,Financial,Capital Markets,Hong Kong,14.23B,6.85,99.89,,,,,,,,
FUV,Consumer Cyclical,Recreational Vehicles,USA,801.37M,2.13,20.88,,,,,,,,
FV,Financial,Exchange Traded Fund,USA,-,0.61,43.01,,,,,,,,
FVAM,Financial,Shell Companies,USA,91.65M,0.15,10.63,,,,,,,,
FVC,Financial,Exchange Traded Fund,USA,-,0.42,33.03,,,,,,,,
FVCB,Financial,Banks - Regional,USA,216.48M,0.48,16,,,,,,,,
FVE,Healthcare,Medical Care Facilities,USA,227.28M,0.42,7.43,,,,,,,,
FWONA,Communication Services,Broadcasting,USA,24.72B,1.21,36.67,,,,,,,,
FWONK,Communication Services,Broadcasting,USA,8.27B,1.4,40.63,,,,,,,,
FWP,Healthcare,Biotechnology,Denmark,44.47M,0.29,6.54,,,,,,,,
FWRD,Industrials,Integrated Freight & Logistics,USA,2.23B,2.08,80.36,,,,,,,,
FYC,Financial,Exchange Traded Fund,USA,-,1.44,70.34,,,,,,,,
FYT,Financial,Exchange Traded Fund,USA,-,0.84,45.14,,,,,,,,
FYX,Financial,Exchange Traded Fund,USA,-,1.63,85.66,,,,,,,,
GABC,Financial,Banks - Regional,USA,919.86M,0.94,34.4,,,,,,,,
GAIA,Communication Services,Internet Content & Information,USA,186.24M,0.39,9.7,,,,,,,,
GAIN,Financial,Asset Management,USA,358.28M,0.24,10.79,,,,,,,,
GALT,Healthcare,Biotechnology,USA,126.14M,0.13,2.17,,,,,,,,
GAN,Consumer Cyclical,Gambling,USA,892.12M,1.7,23.1,,,,,,,,
GASS,Energy,Oil & Gas Midstream,Greece,111.10M,0.16,2.77,,,,,,,,
GBCI,Financial,Banks - Regional,USA,4.88B,1.69,51.2,,,,,,,,
GBDC,Financial,Asset Management,USA,2.47B,0.24,14.77,,,,,,,,
GBIO,Healthcare,Biotechnology,USA,1.79B,3.13,30.25,,,,,,,,
GBLI,Financial,Insurance - Property & Casualty,USA,415.24M,0.68,28.48,,,,,,,,
GBNY,Financial,Banks - Regional,USA,23.34M,0.31,9.81,,,,,,,,
GBS,Healthcare,Medical Devices,USA,89.20M,1.07,7.9,,,,,,,,
GBT,Healthcare,Biotechnology,USA,2.94B,2.24,47.65,,,,,,,,
GCBC,Financial,Banks - Regional,USA,221.10M,0.83,25.89,,,,,,,,
GDEN,Consumer Cyclical,Resorts & Casinos,USA,590.72M,0.87,19.95,,,,,,,,
GDRX,Healthcare,Health Information Services,USA,17.96B,2.51,44.48,,,,,,,,
GDS,Technology,Software - Infrastructure,China,41.04B,3.34,112.82,,,,,,,,
GDYN,Technology,Information Technology Services,USA,680.73M,0.49,13.28,,,,,,,,
GECC,Financial,Asset Management,USA,71.20M,0.15,3.24,,,,,,,,
GENC,Industrials,Farm & Heavy Construction Machinery,USA,195.11M,0.5,12.99,,,,,,,,
GENE,Healthcare,Diagnostics & Research,Australia,76.53M,0.6,5.55,,,,,,,,
GENY,Financial,Exchange Traded Fund,USA,-,0.64,61.99,,,,,,,,
GEOS,Energy,Oil & Gas Equipment & Services,USA,127.72M,0.55,8.73,,,,,,,,
GERN,Healthcare,Biotechnology,USA,551.82M,0.08,1.73,,,,,,,,
GEVO,Basic Materials,Specialty Chemicals,USA,1.37B,1.19,10.51,,,,,,,,
GFED,Financial,Banks - Regional,USA,77.04M,0.73,17.63,,,,,,,,
GFN,Industrials,Rental & Leasing Services,USA,275.94M,0.42,8.76,,,,,,,,
GGAL,Financial,Banks - Regional,Argentina,1.52B,0.35,7.48,,,,,,,,
GH,Healthcare,Diagnostics & Research,USA,15.78B,6.33,159.92,,,,,,,,
GHSI,Healthcare,Drug Manufacturers - Specialty & Generic,USA,72.26M,0.11,0.8,,,,,,,,
GIFI,Energy,Oil & Gas Equipment & Services,USA,54.98M,0.13,3.69,,,,,,,,
GIGE,Financial,Exchange Traded Fund,USA,-,0.95,41.21,,,,,,,,
GIGM,Communication Services,Electronic Gaming & Multimedia,Taiwan,38.05M,0.14,3.45,,,,,,,,
GIII,Consumer Cyclical,Apparel Retail,USA,1.32B,1.31,26.96,,,,,,,,
GILD,Healthcare,Drug Manufacturers - General,USA,82.68B,1.46,66.94,,,,,,,,
GILT,Technology,Communication Equipment,Israel,545.00M,0.62,10.1,,,,,,,,
GLAD,Financial,Closed-End Fund - Debt,USA,302.47M,0.19,9.32,,,,,,,,
GLBS,Industrials,Marine Shipping,Greece,23.88M,0.42,7.15,,,,,,,,
GLBZ,Financial,Banks - Regional,USA,32.18M,0.38,11.33,,,,,,,,
GLDD,Industrials,Engineering & Construction,USA,962.06M,0.5,14.59,,,,,,,,
GLDI,Financial,Exchange Traded Fund,USA,-,0.1,9.46,,,,,,,,
GLG,Industrials,Rental & Leasing Services,China,175.92M,0.13,2.27,,,,,,,,
GLMD,Healthcare,Biotechnology,Israel,77.51M,0.22,3.75,,,,,,,,
GLNG,Energy,Oil & Gas Midstream,Bermuda,1.32B,0.76,11.39,,,,,,,,
GLPG,Healthcare,Biotechnology,Belgium,7.27B,3.73,111.19,,,,,,,,
GLPI,Real Estate,REIT - Specialty,USA,9.45B,1.15,41.3,,,,,,,,
GLRE,Financial,Insurance - Reinsurance,Cayman Islands,289.67M,0.26,8.22,,,,,,,,
GLSI,Healthcare,Biotechnology,USA,444.57M,4.92,36.5,,,,,,,,
GLTO,Healthcare,Biotechnology,Denmark,316.81M,0.83,12.27,,,,,,,,
GLUU,Communication Services,Electronic Gaming & Multimedia,USA,1.80B,0.43,9.92,,,,,,,,
GLYC,Healthcare,Biotechnology,USA,181.66M,0.19,3.89,,,,,,,,
GMAB,Healthcare,Biotechnology,Denmark,28.22B,0.97,43.06,,,,,,,,
GMBL,Consumer Cyclical,Gambling,Malta,100.32M,0.64,7.47,,,,,,,,
GMDA,Healthcare,Biotechnology,Israel,499.89M,0.75,8.5,,,,,,,,
GMLP,Energy,Oil & Gas Midstream,Bermuda,243.32M,0.13,3.43,,,,,,,,
GNCA,Healthcare,Biotechnology,USA,170.29M,0.29,3.03,,,,,,,,
GNFT,Healthcare,Biotechnology,France,209.52M,0.26,5.4,,,,,,,,
GNLN,Healthcare,Pharmaceutical Retailers,USA,70.25M,0.53,5.12,,,,,,,,
GNMA,Financial,Exchange Traded Fund,USA,-,0.08,50.93,,,,,,,,
GNMK,Healthcare,Medical Devices,USA,1.14B,0.92,15.42,,,,,,,,
GNOG,Consumer Cyclical,Gambling,USA,1.48B,1.83,20.69,,,,,,,,
GNOM,Financial,Exchange Traded Fund,USA,-,0.83,26.31,,,,,,,,
GNPX,Healthcare,Biotechnology,USA,172.36M,0.35,3.92,,,,,,,,
GNRS,Financial,Shell Companies,USA,240.20M,0.23,10.69,,,,,,,,
GNSS,Technology,Scientific & Technical Instruments,USA,269.50M,0.4,7.95,,,,,,,,
GNTX,Consumer Cyclical,Auto Parts,USA,8.96B,0.77,36.48,,,,,,,,
GNTY,Financial,Banks - Regional,USA,367.30M,1,33.15,,,,,,,,
GNUS,Communication Services,Entertainment,USA,419.50M,0.12,1.57,,,,,,,,
GO,Consumer Defensive,Grocery Stores,USA,3.72B,1.09,39.95,,,,,,,,
GOCO,Financial,Insurance Brokers,USA,4.77B,0.82,15.02,,,,,,,,
GOEV,Consumer Cyclical,Auto Manufacturers,USA,4.13B,1.76,17,,,,,,,,
GOGL,Industrials,Marine Shipping,Bermuda,778.25M,0.19,5.34,,,,,,,,
GOGO,Communication Services,Telecom Services,USA,1.15B,0.79,12.27,,,,,,,,
GOOD,Real Estate,REIT - Diversified,USA,676.57M,0.37,18.38,,,,,,,,
GOOG,Communication Services,Internet Content & Information,USA,1305.00B,43.54,1901.05,,,,,,,,
GOOGL,Communication Services,Internet Content & Information,USA,1285.98B,44.47,1892.56,,,,,,,,
GOSS,Healthcare,Biotechnology,USA,810.34M,0.55,10.46,,,,,,,,
GOVX,Healthcare,Biotechnology,USA,16.93M,0.62,4.6,,,,,,,,
GP,Consumer Cyclical,Auto Manufacturers,Canada,621.64M,2.66,30.21,,,,,,,,
GPP,Energy,Oil & Gas Midstream,USA,233.50M,0.38,9.77,,,,,,,,
GPRE,Basic Materials,Specialty Chemicals,USA,730.71M,1.14,19.47,,,,,,,,
GPRO,Technology,Consumer Electronics,USA,1.37B,0.45,8.81,,,,,,,,
GRAY,Healthcare,Biotechnology,USA,685.30M,2.95,35,,,,,,,,
GRBK,Consumer Cyclical,Residential Construction,USA,1.16B,1.11,22.72,,,,,,,,
GRCL,Healthcare,Biotechnology,China,1.44B,2,21.4,,,,,,,,
GRFS,Healthcare,Drug Manufacturers - General,Spain,13.04B,0.53,19.05,,,,,,,,
GRID,Financial,Exchange Traded Fund,USA,-,1.34,86.29,,,,,,,,
GRIL,Consumer Cyclical,Restaurants,USA,24.92M,0.11,2.15,,,,,,,,
GRIN,Industrials,Marine Shipping,Singapore,96.53M,0.37,4.93,,,,,,,,
GRMN,Technology,Scientific & Technical Instruments,Switzerland,23.66B,1.93,123.83,,,,,,,,
GRNQ,Industrials,Conglomerates,Hong Kong,131.40M,0.35,2.05,,,,,,,,
GROW,Financial,Asset Management,USA,77.34M,0.47,5.24,,,,,,,,
GRPN,Communication Services,Internet Content & Information,USA,959.75M,1.93,32.49,,,,,,,,
GRSV,Financial,Shell Companies,USA,571.73M,0.2,10.89,,,,,,,,
GRSVU,Financial,Shell Companies,USA,-,0.26,11.49,,,,,,,,
GRTS,Healthcare,Biotechnology,USA,1.06B,3.04,27.11,,,,,,,,
GRTX,Healthcare,Biotechnology,USA,291.77M,0.63,11.68,,,,,,,,
GRVY,Communication Services,Electronic Gaming & Multimedia,South Korea,1.29B,14.83,181.5,,,,,,,,
GRWG,Consumer Cyclical,Home Improvement Retail,USA,2.63B,3.46,49.84,,,,,,,,
GSAQU,Financial,Shell Companies,USA,-,0.2,10.52,,,,,,,,
GSBC,Financial,Banks - Regional,USA,713.17M,1.41,51.16,,,,,,,,
GSHD,Financial,Insurance - Diversified,USA,4.88B,7.19,136.1,,,,,,,,
GSIT,Technology,Semiconductors,USA,188.97M,0.42,7.89,,,,,,,,
GSKY,Technology,Software - Infrastructure,USA,884.88M,0.23,4.77,,,,,,,,
GSM,Basic Materials,Other Industrial Metals & Mining,United Kingdom,392.93M,0.2,2.23,,,,,,,,
GSMG,Communication Services,Entertainment,China,164.15M,0.31,3.55,,,,,,,,
GSUM,Technology,Software - Application,China,62.81M,0.05,1.82,,,,,,,,
GT,Consumer Cyclical,Auto Parts,USA,2.75B,0.46,11.45,,,,,,,,
GTEC,Industrials,Specialty Industrial Machinery,China,82.71M,0.63,7.54,,,,,,,,
GTH,Healthcare,Diagnostics & Research,China,1.98B,1.77,21.22,,,,,,,,
GTHX,Healthcare,Biotechnology,USA,785.58M,1.07,20.81,,,,,,,,
GTIM,Consumer Cyclical,Restaurants,USA,38.78M,0.23,2.9,,,,,,,,
GTLS,Industrials,Specialty Industrial Machinery,USA,5.23B,6.43,142.72,,,,,,,,
GTYH,Technology,Software - Application,USA,382.05M,0.41,6.9,,,,,,,,
GURE,Basic Materials,Specialty Chemicals,China,43.07M,0.2,4.29,,,,,,,,
GVP,Technology,Software - Application,USA,40.15M,0.13,1.91,,,,,,,,
GWAC,Financial,Shell Companies,USA,222.62M,0.1,10.36,,,,,,,,
GWGH,Financial,Insurance - Life,USA,271.52M,0.39,7.8,,,,,,,,
GWPH,Healthcare,Drug Manufacturers - General,United Kingdom,4.49B,5.81,141.7,,,,,,,,
GWRS,Utilities,Utilities - Regulated Water,USA,376.67M,0.65,16.63,,,,,,,,
GXTG,Financial,Exchange Traded Fund,USA,-,1.17,50.97,,,,,,,,
GYRO,Real Estate,Real Estate Services,USA,24.70M,0.33,16.66,,,,,,,,
HA,Industrials,Airlines,USA,1.02B,0.97,20.74,,,,,,,,
HAAC,Financial,Shell Companies,USA,639.97M,0.77,12.19,,,,,,,,
HAACU,Financial,Shell Companies,USA,-,0.53,12.75,,,,,,,,
HAFC,Financial,Banks - Regional,USA,384.42M,0.42,12.47,,,,,,,,
HAIN,Consumer Defensive,Packaged Foods,USA,4.07B,0.88,39.96,,,,,,,,
HALL,Financial,Insurance - Property & Casualty,USA,63.51M,0.2,3.55,,,,,,,,
HALO,Healthcare,Biotechnology,USA,6.64B,1.88,49.5,,,,,,,,
HAPP,Healthcare,Drug Manufacturers - Specialty & Generic,China,52.49M,0.16,1.96,,,,,,,,
HARP,Healthcare,Biotechnology,USA,634.51M,1.91,21.7,,,,,,,,
HAS,Consumer Cyclical,Leisure,USA,13.63B,2.44,97.48,,,,,,,,
HAYN,Industrials,Metal Fabrication,USA,308.16M,1.15,23.87,,,,,,,,
HBAN,Financial,Banks - Regional,USA,14.38B,0.42,13.84,,,,,,,,
HBCP,Financial,Banks - Regional,USA,263.05M,0.81,29.79,,,,,,,,
HBIO,Healthcare,Medical Instruments & Supplies,USA,163.57M,0.24,4.39,,,,,,,,
HBMD,Financial,Banks - Regional,USA,245.89M,0.43,13.27,,,,,,,,
HBNC,Financial,Banks - Regional,USA,766.87M,0.53,17.35,,,,,,,,
HBP,Industrials,Industrial Distribution,USA,94.22M,0.14,3.45,,,,,,,,
HBT,Financial,Banks - Regional,USA,422.74M,0.44,15.19,,,,,,,,
HCAP,Financial,Asset Management,USA,46.33M,0.31,7.78,,,,,,,,
HCAR,Financial,Shell Companies,USA,333.52M,0.14,10.07,,,,,,,,
HCARU,Financial,Shell Companies,USA,-,0.16,10.7,,,,,,,,
HCAT,Healthcare,Health Information Services,USA,2.16B,1.89,51.33,,,,,,,,
HCCI,Industrials,Waste Management,USA,535.37M,1.15,22.58,,,,,,,,
HCDI,Real Estate,Real Estate - Development,USA,46.15M,0.4,3.33,,,,,,,,
HCICU,Financial,Shell Companies,USA,-,0.66,12.55,,,,,,,,
HCKT,Technology,Information Technology Services,USA,447.68M,0.37,14.77,,,,,,,,
HCM,Healthcare,Drug Manufacturers - General,Hong Kong,4.97B,1.52,34.13,,,,,,,,
HCSG,Healthcare,Medical Care Facilities,USA,2.48B,1.1,31.21,,,,,,,,
HDSN,Basic Materials,Specialty Chemicals,USA,52.49M,0.09,1.2,,,,,,,,
HEAR,Technology,Consumer Electronics,USA,394.34M,1.42,25.23,,,,,,,,
HEC,Financial,Shell Companies,USA,492.66M,0.41,11.9,,,,,,,,
